33, Private, 215596, 9th, 5, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, Mexico, <=50K.
22, Private, 117767, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 18, United-States, <=50K.
41, Private, 219155, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, Italy, <=50K.
20, Private, 34616, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 112341, Assoc-voc, 11, Married-spouse-absent, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
28, Private, 220656, 11th, 7, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
53, Private, 239990, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
36, Private, 139180, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States, <=50K.
52, Private, 215656, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 60, United-States, <=50K.
43, State-gov, 157999, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K.
23, Private, 41763, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 30, United-States, <=50K.
39, Private, 299725, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K.
32, Private, 198813, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K.
32, Private, 431551, 10th, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 35, Mexico, <=50K.
22, Private, 195767, Bachelors, 13, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
26, Private, 140649, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Private, 295706, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, >50K.
32, Private, 324284, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 352426, Some-college, 10, Never-married, Sales, Unmarried, White, Male, 0, 0, 60, Mexico, <=50K.
39, Private, 126569, Bachelors, 13, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, ?, <=50K.
81, Private, 106390, 5th-6th, 3, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 6, United-States, <=50K.
29, Private, 134813, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K.
65, Private, 95644, Assoc-acdm, 12, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
50, Private, 254148, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Mexico, <=50K.
44, Private, 367819, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
30, Private, 162370, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
55, Self-emp-not-inc, 204387, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
60, Federal-gov, 248288, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
44, Private, 175070, Bachelors, 13, Divorced, Sales, Unmarried, White, Female, 0, 0, 75, United-States, <=50K.
51, Local-gov, 169182, 7th-8th, 4, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, Columbia, <=50K.
38, Self-emp-not-inc, 223242, Some-college, 10, Married-spouse-absent, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
29, State-gov, 461929, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3103, 0, 40, United-States, >50K.
25, Self-emp-not-inc, 114483, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 65, United-States, <=50K.
45, Private, 260543, Masters, 14, Widowed, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, China, <=50K.
27, Private, 237466, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K.
57, Private, 335605, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
31, Private, 169122, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 28, United-States, <=50K.
49, Private, 176907, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K.
26, Private, 264300, Assoc-acdm, 12, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
34, Private, 159187, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, <=50K.
55, Private, 303090, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1672, 45, United-States, <=50K.
33, Private, 393702, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
19, ?, 177923, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
21, Private, 191265, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 215074, Some-college, 10, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
19, Private, 30597, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
35, Self-emp-not-inc, 28996, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 188069, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K.
55, Private, 53481, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 15, United-States, >50K.
37, Private, 410034, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
64, Private, 64544, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 12, United-States, <=50K.
46, Private, 204379, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K.
23, Private, 255252, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
26, Private, 178037, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, Ireland, <=50K.
26, Private, 184303, 5th-6th, 3, Married-spouse-absent, Priv-house-serv, Other-relative, White, Female, 0, 0, 8, El-Salvador, <=50K.
20, Private, 175800, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K.
88, Self-emp-not-inc, 263569, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 6418, 0, 40, United-States, >50K.
42, Private, 234508, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
50, Self-emp-not-inc, 195372, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 36, United-States, <=50K.
48, Private, 265295, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K.
40, Private, 184846, HS-grad, 9, Married-civ-spouse, Prof-specialty, Wife, White, Female, 5178, 0, 40, United-States, >50K.
47, Private, 185400, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, <=50K.
32, Private, 360689, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
39, Private, 200598, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K.
38, Private, 227615, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
25, Private, 308144, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K.
44, Private, 259674, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 5178, 0, 60, United-States, >50K.
41, Private, 182217, Some-college, 10, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 30, United-States, <=50K.
28, Private, 230997, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 60, United-States, <=50K.
31, Private, 393702, HS-grad, 9, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 36, United-States, <=50K.
57, Self-emp-not-inc, 130957, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 70, United-States, >50K.
20, Private, 210444, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 25, United-States, <=50K.
36, ?, 172775, Some-college, 10, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States, >50K.
53, Self-emp-inc, 167914, Assoc-acdm, 12, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1876, 50, United-States, <=50K.
71, Private, 533660, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
39, Private, 205997, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 21, United-States, <=50K.
34, Private, 253616, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K.
49, Private, 148549, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K.
54, Local-gov, 113649, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 233322, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
43, Self-emp-not-inc, 325775, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 15, United-States, <=50K.
30, Private, 94235, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K.
47, Local-gov, 336274, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
43, Private, 147510, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
48, Private, 191389, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K.
35, Private, 174503, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
24, Private, 160968, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 122797, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 52263, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 249282, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
27, Self-emp-not-inc, 227332, Bachelors, 13, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male, 0, 0, 50, ?, <=50K.
37, Local-gov, 289238, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
61, Private, 153790, Assoc-acdm, 12, Widowed, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
43, Local-gov, 101563, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
52, Private, 176240, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
56, Private, 131608, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Ireland, >50K.
27, Private, 198286, Some-college, 10, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
39, Self-emp-not-inc, 222204, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 3325, 0, 40, United-States, <=50K.
47, Self-emp-not-inc, 148169, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 347867, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
40, Private, 170413, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 1741, 40, United-States, <=50K.
33, Private, 133861, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 62, United-States, <=50K.
50, Federal-gov, 289572, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
44, Local-gov, 445382, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 7688, 0, 40, United-States, >50K.
42, Self-emp-not-inc, 151809, HS-grad, 9, Divorced, Farming-fishing, Unmarried, White, Male, 0, 0, 50, United-States, <=50K.
49, Private, 368355, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 43, United-States, >50K.
43, Private, 73333, Prof-school, 15, Never-married, Farming-fishing, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K.
41, Private, 117585, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1977, 50, United-States, >50K.
21, Private, 107960, Some-college, 10, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male, 0, 0, 20, China, <=50K.
29, Private, 196117, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
38, Self-emp-not-inc, 126569, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 60, United-States, <=50K.
25, Private, 216741, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
75, Private, 254167, 10th, 6, Widowed, Priv-house-serv, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K.
52, Private, 102444, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
33, Private, 38848, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 55360, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K.
17, Private, 140117, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 14, United-States, <=50K.
36, Self-emp-not-inc, 66883, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K.
52, Self-emp-not-inc, 154728, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
22, ?, 184756, Bachelors, 13, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
48, Private, 193047, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
54, Private, 231342, Assoc-acdm, 12, Divorced, Sales, Not-in-family, White, Male, 0, 0, 32, United-States, <=50K.
27, Private, 310483, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
38, Federal-gov, 174778, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 1980, 40, United-States, <=50K.
44, Federal-gov, 130749, Bachelors, 13, Separated, Exec-managerial, Unmarried, Black, Female, 0, 0, 60, United-States, <=50K.
38, Private, 22463, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 15024, 0, 45, United-States, >50K.
29, Private, 159473, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
63, Private, 81605, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K.
51, State-gov, 68684, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
22, ?, 229799, Some-college, 10, Never-married, ?, Other-relative, White, Male, 0, 0, 45, ?, <=50K.
17, Private, 124661, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
39, Private, 117381, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
30, Private, 53206, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 47, United-States, >50K.
52, Private, 172962, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
24, ?, 243923, 9th, 5, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 10, Mexico, <=50K.
72, Private, 132753, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 15, United-States, <=50K.
43, Private, 67339, Bachelors, 13, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 15, United-States, <=50K.
71, Private, 101577, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 0, 1668, 20, United-States, <=50K.
39, Private, 101192, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
51, State-gov, 42901, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 70, United-States, >50K.
43, Private, 88787, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K.
39, Private, 306504, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
30, ?, 183746, HS-grad, 9, Never-married, ?, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
19, Self-emp-not-inc, 242965, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 24, United-States, <=50K.
52, Private, 427475, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 43, United-States, <=50K.
60, Self-emp-inc, 180512, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K.
30, Private, 97723, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, United-States, <=50K.
60, Private, 208915, HS-grad, 9, Widowed, Craft-repair, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, Cambodia, <=50K.
40, Local-gov, 189189, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 20, United-States, <=50K.
49, Self-emp-inc, 327258, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1977, 60, China, >50K.
31, Private, 254494, Some-college, 10, Never-married, Exec-managerial, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
23, Private, 105577, Some-college, 10, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 26, United-States, <=50K.
34, Private, 215124, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 192936, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
35, Private, 274158, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Black, Male, 3103, 0, 40, United-States, >50K.
19, Private, 318822, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
32, Private, 171889, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 68, United-States, <=50K.
17, Private, 94492, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 19, United-States, <=50K.
17, Private, 73820, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 8, United-States, <=50K.
38, Private, 32989, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
29, Private, 197382, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
35, Private, 164526, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
43, Self-emp-inc, 153205, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 70, India, >50K.
40, Private, 269168, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 0, 0, 40, ?, <=50K.
43, Local-gov, 126847, Masters, 14, Married-spouse-absent, Prof-specialty, Unmarried, White, Female, 7430, 0, 60, United-States, >50K.
50, State-gov, 211112, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K.
29, Private, 100049, HS-grad, 9, Married-spouse-absent, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
48, State-gov, 104542, Masters, 14, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
59, Private, 186479, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K.
22, Private, 225272, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 20, United-States, <=50K.
51, Private, 346871, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K.
29, Private, 142712, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
41, Private, 46221, Prof-school, 15, Never-married, Exec-managerial, Not-in-family, White, Male, 4787, 0, 60, United-States, >50K.
47, Private, 349151, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, >50K.
31, Private, 111883, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K.
32, Private, 46691, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
28, Private, 291789, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 50, United-States, <=50K.
45, Private, 201699, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1628, 40, United-States, <=50K.
24, Federal-gov, 219262, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
60, Self-emp-inc, 160079, Masters, 14, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K.
58, Private, 193374, HS-grad, 9, Never-married, Priv-house-serv, Not-in-family, White, Male, 0, 1719, 40, United-States, <=50K.
37, ?, 111268, Assoc-voc, 11, Never-married, ?, Own-child, White, Female, 0, 0, 32, United-States, <=50K.
19, Private, 410632, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
35, Local-gov, 33943, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Other, Male, 0, 0, 40, United-States, >50K.
44, Federal-gov, 269792, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 43, United-States, <=50K.
46, Private, 153328, Some-college, 10, Never-married, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
47, Private, 162859, HS-grad, 9, Divorced, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
19, ?, 258664, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
80, Private, 22406, Bachelors, 13, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
39, Private, 65624, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 48, United-States, <=50K.
43, Private, 326232, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
28, Private, 363257, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 50, United-States, <=50K.
35, Private, 51700, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 19678, Bachelors, 13, Married-AF-spouse, Sales, Wife, Asian-Pac-Islander, Female, 0, 0, 60, Philippines, >50K.
21, Private, 109199, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 15, United-States, <=50K.
26, State-gov, 36741, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
41, Private, 347653, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K.
23, Private, 37514, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K.
48, Private, 355781, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, India, >50K.
46, Private, 86709, Some-college, 10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 45, United-States, <=50K.
44, Self-emp-not-inc, 22933, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
56, Self-emp-inc, 83922, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 84, United-States, <=50K.
27, Federal-gov, 182637, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, ?, >50K.
57, Private, 80149, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 40, Germany, >50K.
60, Self-emp-not-inc, 231770, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 65, United-States, >50K.
60, ?, 116746, 10th, 6, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K.
30, Self-emp-not-inc, 189759, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
40, Self-emp-inc, 46221, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 99999, 0, 55, United-States, >50K.
58, State-gov, 198145, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 35864, Bachelors, 13, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 60, United-States, <=50K.
44, Federal-gov, 259307, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
46, Private, 129007, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 41, United-States, >50K.
33, Private, 169104, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K.
37, Private, 198097, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K.
21, Local-gov, 224640, Assoc-acdm, 12, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
17, ?, 35603, 11th, 7, Never-married, ?, Own-child, White, Female, 0, 0, 16, United-States, <=50K.
47, Self-emp-not-inc, 85982, Masters, 14, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 60, United-States, <=50K.
39, Private, 230467, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 40, Germany, <=50K.
32, Self-emp-not-inc, 168782, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 32, United-States, <=50K.
24, Private, 142566, 10th, 6, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
